id,basicwgt,statecensus,age,sex,race_ethnicity,educ,laborforce,industry,Occupation,educ_code
1.41E+14,4824.9443,AZ,36,Male,Hispanic,High school,Employed-at work,Educational and health services,Janitors and Building Cleaners,2
1.41E+14,4463.9556,AZ,31,Female,Hispanic,College,Not in labor force-other,Educational and health services,Elementary and Middle School Teachers,4
1.41E+14,,AZ,1,Male,Hispanic,,,,-1,NA
1.41E+14,,AZ,2,Female,Hispanic,,,,-1,NA
1.41E+14,,AZ,8,Male,Hispanic,,,,-1,NA
1.42E+14,4429.3354,AZ,23,Male,Hispanic,Less than high school,Employed-at work,Construction,Roofers,1
1.42E+14,3949.031,AZ,22,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.42E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.44E+14,4237.208,AZ,60,Male,White,Some college,Employed-at work,Construction,Construction Laborers,3
1.44E+14,4433.0542,AZ,53,Female,White,High school,Employed-at work,Other services,Maids and Housekeeping Cleaners,2
1.46E+14,4286.9141,AZ,35,Male,White,Some college,Employed-at work,Transportation and utilities,Police Officers,3
1.46E+14,4326.126,AZ,34,Female,White,College,Employed-at work,Educational and health services,Elementary and Middle School Teachers,4
1.46E+14,,AZ,7,Female,White,,,,-1,NA
1.46E+14,,AZ,8,Female,White,,,,-1,NA
1.46E+14,,AZ,12,Female,White,,,,-1,NA
1.61E+14,3089.9326,AZ,68,Female,White,College,Not in labor force-retired,,-1,4
1.61E+14,3100.8357,AZ,69,Male,White,Advanced,Not in labor force-retired,,-1,5
1.61E+14,3595.4243,AZ,33,Female,Asian,Advanced,Not in labor force-other,,-1,5
1.61E+14,4262.9785,AZ,36,Male,Asian,College,Employed-at work,Professional and business services,"Computer Occupations, All Other",4
1.61E+14,,AZ,6,Male,Asian,,,,-1,NA
1.61E+14,4116.543,AZ,35,Female,White,Some college,Employed-at work,Public administration,"Tax Examiners and Collectors, and Revenue Agents",3
1.61E+14,,AZ,3,Male,White,,,,-1,NA
1.62E+14,4391.5371,AZ,40,Female,White,College,Employed-at work,Educational and health services,Elementary and Middle School Teachers,4
1.62E+14,4129.5786,AZ,41,Male,White,College,Employed-at work,Professional and business services,General and Operations Managers,4
1.62E+14,,AZ,5,Female,White,,,,-1,NA
1.62E+14,,AZ,10,Female,White,,,,-1,NA
1.62E+14,3264.3357,AZ,53,Male,White,High school,Employed-at work,Construction,Construction Equipment Operators,2
1.62E+14,3010.8088,AZ,57,Male,White,High school,Employed-at work,Other services,Automotive Service Technicians and Mechanics,2
1.62E+14,3592.1067,AZ,80,Male,White,College,Not in labor force-retired,,-1,4
1.62E+14,3597.0027,AZ,60,Male,White,College,Not in labor force-retired,,-1,4
1.62E+14,3872.3342,AZ,77,Female,White,High school,Not in labor force-retired,,-1,2
1.63E+14,4398.6748,AZ,37,Female,White,Advanced,Employed-at work,Educational and health services,Postsecondary Teachers,5
1.63E+14,4286.9141,AZ,37,Male,White,Advanced,Employed-at work,Educational and health services,Postsecondary Teachers,5
1.63E+14,,AZ,1,Female,White,,,,-1,NA
1.63E+14,,AZ,4,Female,White,,,,-1,NA
1.64E+14,6356.2803,AZ,36,Male,Black,High school,Employed-absent,Professional and business services,Janitors and Building Cleaners,2
1.64E+14,,AZ,4,Male,Black,,,,-1,NA
1.64E+14,,AZ,13,Male,Black,,,,-1,NA
1.65E+14,4491.4844,AZ,56,Male,White,College,Employed-at work,Wholesale and retail trade,Retail Salespersons,4
1.65E+14,3921.7224,AZ,58,Female,White,College,Employed-at work,Construction,Customer Service Representatives,4
1.65E+14,3561.4878,AZ,67,Female,White,High school,Not in labor force-retired,,-1,2
1.65E+14,3133.6497,AZ,48,Male,White,College,Unemployed-looking,Financial activities,"Claims Adjusters, Appraisers, Examiners, and Investigators",4
1.65E+14,3298.822,AZ,61,Male,White,Less than high school,Not in labor force-disabled,,-1,1
1.65E+14,4707.7207,AZ,39,Male,Hispanic,Less than high school,Employed-at work,Educational and health services,Social and Human Service Assistants,1
1.65E+14,4337.3711,AZ,16,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
1.65E+14,4509.8193,AZ,17,Male,Hispanic,Less than high school,Employed-at work,Wholesale and retail trade,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1
1.65E+14,3326.01,AZ,62,Female,Hispanic,Advanced,Unemployed-on layoff,Educational and health services,Secondary School Teachers,5
1.65E+14,3459.7576,AZ,60,Male,White,Advanced,Employed-at work,Manufacturing,Aerospace Engineers,5
1.65E+14,3335.4436,AZ,49,Female,White,Some college,Employed-at work,Educational and health services,Dental Hygienists,3
1.67E+14,4701.8657,AZ,39,Female,Black,Some college,Employed-at work,Construction,"Dispatchers, Except Police, Fire, and Ambulance",3
1.67E+14,4994.957,AZ,19,Male,Black,High school,Not in labor force-disabled,,-1,2
1.72E+14,5147.8809,AZ,24,Male,Hispanic,College,Employed-at work,Public administration,Police Officers,4
1.77E+14,3133.7461,AZ,74,Male,White,College,Unemployed-looking,Mining,Petroleum Engineers,4
1.77E+14,3645.8835,AZ,65,Female,Black,College,Not in labor force-retired,,-1,4
1.77E+14,2753.8257,AZ,63,Male,White,Advanced,Not in labor force-retired,,-1,5
1.77E+14,5017.9956,AZ,35,Male,Black,High school,Unemployed-looking,Professional and business services,Software Developers,2
1.77E+14,3937.9915,AZ,64,Female,Asian,College,Not in labor force-retired,,-1,4
1.77E+14,3754.1006,AZ,69,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
1.77E+14,4113.5444,AZ,70,Male,Hispanic,High school,Not in labor force-retired,,-1,2
1.77E+14,5265.3691,AZ,39,Male,Hispanic,Less than high school,Employed-at work,Construction,Industrial Truck and Tractor Operators,1
1.77E+14,3864.6858,AZ,75,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
1.79E+14,4344.4414,AZ,55,Male,Hispanic,Less than high school,Unemployed-looking,Other services,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,1
1.79E+14,4333.8735,AZ,62,Female,Other,Less than high school,Not in labor force-disabled,,-1,1
1.79E+14,3203.3999,AZ,63,Male,White,Some college,Employed-at work,Construction,"Managers, All Other",3
1.79E+14,2706.6736,AZ,71,Female,White,Advanced,Not in labor force-retired,,-1,5
1.83E+14,3237.2405,AZ,51,Male,White,High school,Employed-at work,Professional and business services,Driver/Sales Workers and Truck Drivers,2
1.83E+14,3251.4751,AZ,47,Female,White,Some college,Employed-at work,Construction,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3
1.93E+14,4092.9382,AZ,69,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
1.93E+14,3959.7017,AZ,59,Female,White,Some college,Not in labor force-retired,,-1,3
1.93E+14,4537.3774,AZ,30,Male,White,College,Employed-at work,Wholesale and retail trade,Project Management Specialists,4
1.93E+14,4082.5149,AZ,31,Female,White,College,Not in labor force-other,,-1,4
1.93E+14,,AZ,0,Male,White,,,,-1,NA
1.93E+14,,AZ,2,Male,White,,,,-1,NA
2.05E+14,4267.644,AZ,38,Female,White,College,Employed-at work,Other services,"Managers, All Other",4
2.05E+14,4561.3218,AZ,37,Male,Hispanic,Some college,Employed-at work,Professional and business services,"Managers, All Other",3
2.05E+14,,AZ,4,Female,Hispanic,,,,-1,NA
2.05E+14,,AZ,9,Male,White,,,,-1,NA
2.05E+14,3488.9067,AZ,70,Female,White,Advanced,Not in labor force-retired,,-1,5
2.05E+14,3904.7451,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
2.05E+14,7102.4258,AZ,43,Male,Hispanic,Less than high school,Employed-at work,Construction,Electrical Power-Line Installers and Repairers,1
2.05E+14,4079.552,AZ,41,Female,White,Less than high school,Not in labor force-other,,-1,1
2.05E+14,,AZ,15,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
2.05E+14,3259.6201,AZ,63,Male,Hispanic,Less than high school,Employed-at work,Transportation and utilities,"Laborers and Freight, Stock, and Material Movers, Hand",1
2.05E+14,2882.322,AZ,53,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
2.05E+14,4332.8003,AZ,18,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
2.05E+14,5653.0166,AZ,20,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
2.11E+14,4778.6001,AZ,25,Female,White,Advanced,Employed-at work,Educational and health services,Secondary School Teachers,5
2.14E+14,4310.5542,AZ,61,Male,White,College,Employed-at work,Manufacturing,Electrical and Electronics Engineers,4
2.40E+14,3403.7478,AZ,75,Female,Black,Less than high school,Not in labor force-retired,,-1,1
2.45E+14,4176.8926,AZ,40,Male,Hispanic,Less than high school,Employed-at work,Construction,Construction Laborers,1
2.45E+14,3485.0049,AZ,41,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
2.47E+14,3397.2263,AZ,73,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
2.47E+14,3163.8069,AZ,73,Male,Hispanic,Some college,Not in labor force-retired,,-1,3
2.47E+14,,AZ,14,Male,Hispanic,,,,-1,NA
2.67E+14,3846.9375,AZ,68,Female,Asian,College,Not in labor force-retired,,-1,4
2.67E+14,3920.2349,AZ,68,Male,Asian,Some college,Not in labor force-retired,,-1,3
2.67E+14,5015.2065,AZ,32,Male,Asian,Some college,Employed-at work,Transportation and utilities,Elementary and Middle School Teachers,3
3.08E+14,3112.0884,AZ,69,Female,Hispanic,Less than high school,Not in labor force-retired,,-1,1
3.09E+14,4627.6172,AZ,35,Male,Hispanic,Some college,Employed-at work,Financial activities,Credit Counselors and Loan Officers,3
3.09E+14,3315.8618,AZ,66,Female,Hispanic,College,Employed-at work,Financial activities,"Managers, All Other",4
3.09E+14,3037.9221,AZ,65,Male,White,Advanced,Employed-at work,Construction,Construction Laborers,5
3.09E+14,5382.0688,AZ,31,Male,Other,Advanced,Employed-at work,Educational and health services,Elementary and Middle School Teachers,5
3.09E+14,5382.0688,AZ,34,Male,Other,College,Employed-at work,Wholesale and retail trade,Other Designers,4
3.09E+14,3828.6978,AZ,54,Female,White,College,Not in labor force-disabled,,-1,4
3.09E+14,3888.9375,AZ,52,Male,White,Advanced,Employed-at work,Other services,Clergy,5
3.10E+14,3005.8318,AZ,66,Male,White,Some college,Employed-at work,Wholesale and retail trade,"Packers and Packagers, Hand",3
3.10E+14,2926.8464,AZ,61,Female,Asian,High school,Employed-at work,Educational and health services,"Office Clerks, General",2
3.10E+14,4302.1123,AZ,40,Female,White,Some college,Employed-at work,Educational and health services,Personal Care Aides,3
3.10E+14,4155.0352,AZ,43,Male,White,College,Not in labor force-other,,-1,4
3.10E+14,4750.4185,AZ,37,Female,Hispanic,Some college,Employed-at work,Financial activities,Financial Managers,3
3.10E+14,3913.2634,AZ,66,Male,White,College,Not in labor force-retired,,-1,4
3.10E+14,3984.1577,AZ,46,Male,Black,College,Employed-at work,Financial activities,Other Designers,4
3.11E+14,4742.8457,AZ,35,Male,Hispanic,Some college,Employed-at work,Transportation and utilities,Procurement Clerks,3
3.12E+14,5213.1821,AZ,23,Male,White,Advanced,Employed-at work,Professional and business services,Accountants and Auditors,5
3.12E+14,5213.1821,AZ,23,Male,White,College,Employed-at work,Wholesale and retail trade,Driver/Sales Workers and Truck Drivers,4
3.12E+14,4782.5234,AZ,24,Male,White,Some college,Not in labor force-other,,-1,3
3.12E+14,5139.7876,AZ,23,Female,Asian,College,Not in labor force-other,,-1,4
3.14E+14,4194.5649,AZ,46,Female,Hispanic,Some college,Employed-at work,Public administration,"Office and Administrative Support Workers, All Other",3
3.14E+14,4456.2368,AZ,48,Male,Hispanic,High school,Employed-at work,Manufacturing,Driver/Sales Workers and Truck Drivers,2
3.14E+14,,AZ,13,Female,Hispanic,,,,-1,NA
3.14E+14,,AZ,14,Male,Hispanic,,,,-1,NA
3.40E+14,4621.0015,AZ,22,Male,White,Some college,Employed-at work,Leisure and hospitality,Cashiers,3
3.40E+14,4621.0015,AZ,22,Male,White,Some college,Employed-at work,Educational and health services,Coaches and Scouts,3
3.40E+14,3561.4878,AZ,67,Female,White,Advanced,Not in labor force-retired,,-1,5
3.40E+14,3540.7114,AZ,70,Male,White,Advanced,Employed-at work,Leisure and hospitality,Other Entertainment Attendants and Related Workers,5
3.40E+14,5190.9678,AZ,22,Male,Hispanic,Some college,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Non-Retail Sales Workers,3
3.40E+14,5427.7988,AZ,25,Male,Hispanic,College,Not in labor force-other,,-1,4
3.40E+14,3300.8667,AZ,57,Female,White,High school,Employed-at work,Financial activities,Real Estate Brokers and Sales Agents,2
3.40E+14,2997.9309,AZ,71,Male,White,Some college,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",3
3.45E+14,4335.1221,AZ,45,Female,White,High school,Employed-at work,Financial activities,"Property, Real Estate, and Community Association Managers",2
3.45E+14,4184.0483,AZ,19,Male,Black,High school,Employed-at work,Professional and business services,"Other Life, Physical, and Social Science Technicians",2
3.45E+14,4187.8003,AZ,36,Female,White,Some college,Employed-at work,Educational and health services,Registered Nurses,3
3.45E+14,3896.0149,AZ,36,Male,White,Advanced,Employed-at work,Manufacturing,Bioengineers and Biomedical Engineers,5
3.45E+14,,AZ,3,Female,White,,,,-1,NA
3.45E+14,,AZ,6,Female,White,,,,-1,NA
3.71E+14,5246.3481,AZ,24,Male,White,College,Employed-at work,Financial activities,Software Developers,4
3.71E+14,4870.3467,AZ,29,Female,Hispanic,Some college,Not in labor force-other,Educational and health services,Receptionists and Information Clerks,3
3.71E+14,,AZ,5,Male,Hispanic,,,,-1,NA
3.71E+14,,AZ,10,Female,Hispanic,,,,-1,NA
3.71E+14,3024.4741,AZ,71,Female,Hispanic,High school,Not in labor force-retired,,-1,2
4.03E+14,3084.7395,AZ,69,Female,Hispanic,Some college,Not in labor force-retired,,-1,3
4.07E+14,3904.7451,AZ,80,Female,White,Some college,Not in labor force-retired,,-1,3
4.07E+14,3719.1377,AZ,80,Male,White,College,Not in labor force-retired,,-1,4
4.11E+14,3719.1377,AZ,79,Male,White,College,Not in labor force-retired,,-1,4
4.13E+14,2932.2148,AZ,50,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.13E+14,3419.4136,AZ,53,Male,Hispanic,Less than high school,Employed-at work,Construction,"Carpet, Floor, and Tile Installers and Finishers",1
4.15E+14,3999.7383,AZ,48,Male,Hispanic,Some college,Not in labor force-disabled,,-1,3
4.15E+14,,AZ,15,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.15E+14,3500.5078,AZ,17,Female,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.16E+14,4718.6489,AZ,48,Female,White,Some college,Not in labor force-other,,-1,3
4.16E+14,4627.0562,AZ,53,Male,White,High school,Employed-at work,Other services,Automotive Service Technicians and Mechanics,2
4.16E+14,,AZ,15,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.16E+14,4002.1504,AZ,16,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.16E+14,4002.1504,AZ,16,Male,Hispanic,Less than high school,Not in labor force-other,,-1,1
4.16E+14,3299.3003,AZ,57,Male,White,Some college,Employed-at work,Manufacturing,Aircraft Pilots and Flight Engineers,3
4.16E+14,3114.5645,AZ,60,Female,White,High school,Employed-at work,Wholesale and retail trade,First-Line Supervisors of Retail Sales Workers,2
4.17E+14,4070.8506,AZ,65,Female,White,Advanced,Not in labor force-other,,-1,5
4.17E+14,3952.6563,AZ,68,Male,White,Advanced,Employed-absent,Construction,Construction Laborers,5
4.19E+14,3584.8652,AZ,69,Female,White,College,Not in labor force-retired,,-1,4
4.21E+14,3561.4878,AZ,69,Female,White,Some college,Not in labor force-disabled,,-1,3
4.21E+14,3603.8247,AZ,80,Female,White,High school,Not in labor force-retired,,-1,2
4.22E+14,4501.8906,AZ,35,Male,Hispanic,High school,Unemployed-looking,Leisure and hospitality,Dishwashers,2
4.22E+14,,AZ,9,Female,Hispanic,,,,-1,NA
4.22E+14,,AZ,12,Male,Hispanic,,,,-1,NA
4.22E+14,,AZ,13,Male,Hispanic,,,,-1,NA
4.22E+14,4183.2393,AZ,18,Female,Hispanic,Less than high school,Unemployed-looking,,-1,1
4.31E+14,3153.8347,AZ,63,Male,White,High school,Not in labor force-disabled,,-1,2
4.32E+14,3881.0332,AZ,61,Female,White,Some college,Employed-at work,Educational and health services,First-Line Supervisors of Food Preparation and Serving Workers,3
4.32E+14,3707.6064,AZ,18,Male,White,Less than high school,Not in labor force-other,,-1,1
4.32E+14,3713.3772,AZ,19,Male,White,High school,Unemployed-looking,Financial activities,Janitors and Building Cleaners,2
4.32E+14,4836.6685,AZ,48,Female,White,Advanced,Employed-at work,Educational and health services,Security Guards and Gambling Surveillance Officers,5
4.35E+14,4230.6963,AZ,32,Female,White,Some college,Not in labor force-other,,-1,3
4.35E+14,,AZ,12,Male,White,,,,-1,NA
4.35E+14,2888.2896,AZ,60,Female,White,Some college,Employed-absent,Wholesale and retail trade,Stockers and Order Fillers,3
4.35E+14,3075.0974,AZ,67,Male,White,Some college,Not in labor force-disabled,,-1,3
4.37E+14,3912.4961,AZ,36,Male,White,Advanced,Unemployed-looking,Manufacturing,Industrial Production Managers,5
4.37E+14,3940.3845,AZ,36,Female,White,Advanced,Unemployed-looking,Educational and health services,Elementary and Middle School Teachers,5
4.37E+14,,AZ,10,Male,White,,,,-1,NA
4.37E+14,4264.2432,AZ,40,Female,White,Less than high school,Not in labor force-other,,-1,1
4.37E+14,3852.594,AZ,40,Male,White,Less than high school,Not in labor force-other,,-1,1
4.37E+14,4467.5547,AZ,40,Female,White,Some college,Employed-at work,Wholesale and retail trade,Retail Salespersons,3
4.45E+14,4389.0156,AZ,25,Male,White,Some college,Employed-at work,Leisure and hospitality,Other Entertainment Attendants and Related Workers,3
